0,2.5,0,36,45,4,0,12,0.1375,0.175,0.864,0.214,1.360013595,0.28849,0.70515
0,2.5,0,36,48,3,0,12,0.1375,0.175,0.864,0.214,1.410841121,0.300015,0.71192
0,0.833,0,36,45,4,0,12,0.1375,0.175,0.864,0.214,1.11120712,0.270196,0.86111
0,1.25,0,36,48,3,0,12,0.1375,0.175,0.864,0.214,1.207425343,0.282446,0.8532
0,5,0,24,45,4,0,12,0.1375,0.175,0.864,0.214,1.386204704,0.35336,0.72332
0,5,0,18,48,3,0,12,0.1375,0.175,0.864,0.214,1.498582677,0.37153,0.67531
0,2.5,2.5,36,36,3,0,12,0.1375,0.175,0.864,0.214,1.221481772,0.331846,0.2973
0,2.5,2.5,36,36,4,0,12,0.1375,0.175,0.864,0.214,1.184807781,0.272478,0.44641
0,0,0,24,45,4,0,12,0.1375,0.175,0.864,0.214,1,0.312399,0.87069
0,0.5,0,45,45,4,0,12,0.1375,0.175,0.864,0.214,1.112448289,0.247962,0.85601
0,0.714,0,42,48,3,0,12,0.1375,0.175,0.864,0.214,1.180827887,0.2645,0.85565
0,0.5,0,45,45,4,0,12,0.1375,0.175,0.864,0.214,1.141725352,0.249397,0.8478
0,1.07,0,42,45,4,0,12,0.1375,0.175,0.864,0.214,1.21924668,0.258547,0.80361
0,0.357,0,42,48,3,0,12,0.1375,0.175,0.864,0.214,1.079365079,0.262944,0.87528
0,0.357,0,42,48,3,0,12,0.1375,0.175,0.864,0.214,1.091675025,0.264141,0.87277
0,1.75,0,40.5,39.375,4,0,15.5,0.165,0.2025,0.864,0.214,1.310851927,0.328866,0.68844
-0.4,1.75,0,31.5,54,3,0,15.5,0.165,0.2025,0.864,0.214,1.335211268,0.344584,0.77075
0,0.4167,0,40.5,39.375,4,0,15.5,0.165,0.2025,0.864,0.214,1.064394619,0.309202,0.86101
-0.4,1,0,31.5,54,3,0,15.5,0.165,0.2025,0.864,0.214,1.169733476,0.333939,0.85787
-0.4,-1.5,0,31.5,54,3,0,15.5,0.165,0.2025,0.864,0.214,1.243514782,0.337364,0.83895
0,0.2283,0,51.75,39.375,4,0,15.5,0.165,0.2025,0.864,0.214,1.057432432,0.282224,0.86998
0,0.4773,0,49.5,39.375,4,0,15.5,0.165,0.2025,0.864,0.214,1.168276563,0.291466,0.81974
0,0.3088,0,51,39.375,4,0,15.5,0.165,0.2025,0.864,0.214,1.120399579,0.287016,0.84643
0,0.3918,0,50.25,39.375,4,0,15.5,0.165,0.2025,0.864,0.214,1.110094213,0.287162,0.8482
-0.4,0.03,0,37.5,54,3,0,15.5,0.165,0.2025,0.864,0.214,1.043478261,0.312177,0.87237
